"GEO_ID","NAME","P2_001N","P2_002N","P2_003N","P2_004N","P2_005N","P2_006N","P2_007N","P2_008N","P2_009N","P2_010N","P2_011N","P2_012N","P2_013N","P2_014N","P2_015N","P2_016N","P2_017N","P2_018N","P2_019N","P2_020N","P2_021N","P2_022N","P2_023N","P2_024N","P2_025N","P2_026N","P2_027N","P2_028N","P2_029N","P2_030N","P2_031N","P2_032N","P2_033N","P2_034N","P2_035N","P2_036N","P2_037N","P2_038N","P2_039N","P2_040N","P2_041N","P2_042N","P2_043N","P2_044N","P2_045N","P2_046N","P2_047N","P2_048N","P2_049N","P2_050N","P2_051N","P2_052N","P2_053N","P2_054N","P2_055N","P2_056N","P2_057N","P2_058N","P2_059N","P2_060N","P2_061N","P2_062N","P2_063N","P2_064N","P2_065N","P2_066N","P2_067N","P2_068N","P2_069N","P2_070N","P2_071N","P2_072N","P2_073N"
"1400000US25017364101","Census Tract 3641.01, Middlesex County, Massachusetts","5631","309","5322","5031","4649","126","6","172","0","78","291","283","22","29","40","0","181","0","0","0","7","2","0","2","0","0","0","8","4","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017364102","Census Tract 3641.02, Middlesex County, Massachusetts","5115","288","4827","4595","4272","84","0","191","1","47","232","227","41","52","46","1","79","2","1","0","0","0","0","5","0","0","0","5","2","0","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017365100","Census Tract 3651, Middlesex County, Massachusetts","7918","239","7679","7312","6514","75","0","674","0","49","367","360","50","19","176","1","109","0","1","0","0","0","0","0","0","3","1","7","6","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017365201","Census Tract 3652.01, Middlesex County, Massachusetts","5949","189","5760","5469","4805","51","2","574","5","32","291","278","41","25","135","6","55","0","6","0","4","0","0","0","0","6","0","12","1","2","0","0","0","0","2","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017365202","Census Tract 3652.02, Middlesex County, Massachusetts","5067","259","4808","4602","4002","113","0","449","0","38","206","199","31","14","82","2","66","2","2","0","0","0","0","0","0","0","0","6","2","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017366100","Census Tract 3661, Middlesex County, Massachusetts","4952","201","4751","4551","3657","69","0","798","0","27","200","186","12","7","79","3","76","0","4","0","4","0","0","0","0","1","0","12","3","0","0","7","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017366201","Census Tract 3662.01, Middlesex County, Massachusetts","3750","125","3625","3437","3030","23","1","368","1","14","188","188","16","17","86","8","60","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017366202","Census Tract 3662.02, Middlesex County, Massachusetts","5241","215","5026","4796","4016","27","7","721","5","20","230","226","31","9","100","0","84","0","1","0","0","0","0","0","0","1","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017367100","Census Tract 3671, Middlesex County, Massachusetts","4861","166","4695","4531","3582","63","8","848","0","30","164","159","12","9","68","1","60","1","0","0","8","0","0","0","0","0","0","4","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017367200","Census Tract 3672, Middlesex County, Massachusetts","6990","320","6670","6434","5186","178","1","1044","1","24","236","221","25","8","125","4","51","1","0","1","0","1","0","0","3","2","0","13","0","0","0","0","9","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017368101","Census Tract 3681.01, Middlesex County, Massachusetts","5782","399","5383","5211","3718","326","13","1115","5","34","172","164","26","21","52","0","52","2","0","1","10","0","0","0","0","0","0","5","0","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017368102","Census Tract 3681.02, Middlesex County, Massachusetts","4718","410","4308","4174","3250","298","1","605","1","19","134","127","25","14","44","0","37","0","3","0","3","0","0","0","0","1","0","5","0","0","0","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017368200","Census Tract 3682, Middlesex County, Massachusetts","4198","495","3703","3592","3029","258","0","283","0","22","111","102","21","5","27","1","48","0","0","0","0","0","0","0","0","0","0","5","0","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017368300","Census Tract 3683, Middlesex County, Massachusetts","5763","1494","4269","4086","2917","491","6","610","0","62","183","179","24","16","50","4","73","0","3","0","7","1","0","0","1","0","0","4","2","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017368400","Census Tract 3684, Middlesex County, Massachusetts","8606","1002","7604","7306","5060","643","4","1533","4","62","298","275","60","24","115","3","48","2","6","0","10","1","0","3","1","2","0","23","7","5","0","1","5","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017368500","Census Tract 3685, Middlesex County, Massachusetts","3419","922","2497","2387","1668","208","12","480","0","19","110","101","20","15","26","0","26","3","0","0","8","0","0","2","1","0","0","9","5","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017368600","Census Tract 3686, Middlesex County, Massachusetts","5856","1596","4260","4054","3252","363","11","377","1","50","206","198","41","22","54","0","64","0","2","1","4","0","0","0","3","7","0","8","3","0","0","1","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017368700","Census Tract 3687, Middlesex County, Massachusetts","2684","1155","1529","1428","1069","127","9","182","0","41","101","101","5","5","25","0","66","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017368800","Census Tract 3688, Middlesex County, Massachusetts","6169","1420","4749","4524","3191","378","10","861","4","80","225","209","33","15","78","1","62","0","0","0","11","0","0","0","1","8","0","13","5","2","0","0","0","0","0","0","4","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3"
"1400000US25017368901","Census Tract 3689.01, Middlesex County, Massachusetts","5973","420","5553","5411","4247","381","0","753","0","30","142","137","29","15","29","0","53","2","0","0","8","0","0","1","0","0","0","5","1","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017368902","Census Tract 3689.02, Middlesex County, Massachusetts","3691","1048","2643","2503","1405","641","3","393","0","61","140","130","27","10","10","0","65","2","2","0","12","0","0","0","0","2","0","10","4","2","0","0","0","0","1","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017369000","Census Tract 3690, Middlesex County, Massachusetts","3300","36","3264","3254","2502","156","0","441","4","151","10","7","2","0","1","0","2","0","1","0","0","0","0","1","0","0","0","3","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017369100","Census Tract 3691, Middlesex County, Massachusetts","5059","322","4737","4566","4062","176","4","293","1","30","171","169","28","6","73","0","56","4","1","0","1","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017370101","Census Tract 3701.01, Middlesex County, Massachusetts","6807","630","6177","5904","4984","222","17","586","0","95","273","261","59","15","76","7","90","0","0","0","13","0","0","0","1","0","0","12","5","1","0","3","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017370103","Census Tract 3701.03, Middlesex County, Massachusetts","3544","247","3297","3110","2322","181","3","556","0","48","187","179","21","13","74","0","59","0","2","0","6","0","0","0","4","0","0","8","4","0","0","2","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017370104","Census Tract 3701.04, Middlesex County, Massachusetts","3734","314","3420","3248","2654","139","0","392","0","63","172","165","29","9","40","0","78","2","0","0","0","4","0","0","1","2","0","7","0","0","0","5","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017370201","Census Tract 3702.01, Middlesex County, Massachusetts","3798","207","3591","3401","3100","77","3","199","0","22","190","182","31","15","60","0","69","0","0","1","2","0","0","0","2","2","0","8","2","0","0","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017370202","Census Tract 3702.02, Middlesex County, Massachusetts","4222","236","3986","3830","3449","119","2","198","0","62","156","148","24","17","52","1","48","0","4","0","2","0","0","0","0","0","0","8","0","1","0","3","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017370301","Census Tract 3703.01, Middlesex County, Massachusetts","4531","443","4088","3828","3183","180","2","377","1","85","260","251","28","24","81","0","108","1","3","0","1","0","0","0","0","5","0","7","1","1","0","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017370302","Census Tract 3703.02, Middlesex County, Massachusetts","1572","131","1441","1376","1119","38","1","185","0","33","65","60","7","0","10","0","27","0","3","0","5","3","0","5","0","0","0","5","3","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017370401","Census Tract 3704.01, Middlesex County, Massachusetts","3531","254","3277","3106","2490","148","4","414","0","50","171","165","16","3","60","1","80","0","0","0","5","0","0","0","0","0","0","6","1","0","0","2","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017370402","Census Tract 3704.02, Middlesex County, Massachusetts","1520","120","1400","1319","1082","40","2","163","0","32","81","73","8","5","21","0","29","0","1","0","5","1","1","0","0","2","0","8","0","0","0","2","0","0","0","4","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017370403","Census Tract 3704.03, Middlesex County, Massachusetts","2070","136","1934","1819","1446","68","1","276","0","28","115","110","12","10","39","6","36","1","0","0","6","0","0","0","0","0","0","5","2","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017373100","Census Tract 3731, Middlesex County, Massachusetts","5113","308","4805","4506","3520","111","3","819","2","51","299","277","54","12","96","1","80","6","11","0","9","1","0","2","1","4","0","20","3","3","0","3","1","0","7","1","2","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017373200","Census Tract 3732, Middlesex County, Massachusetts","4789","426","4363","4108","3065","129","4","834","0","76","255","247","41","14","92","2","78","2","1","0","9","0","0","0","2","6","0","6","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017373300","Census Tract 3733, Middlesex County, Massachusetts","3100","121","2979","2828","2219","61","2","517","0","29","151","148","33","9","58","0","40","0","2","0","2","1","0","0","0","3","0","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017373400","Census Tract 3734, Middlesex County, Massachusetts","3319","195","3124","2932","2414","57","0","427","0","34","192","182","27","4","90","0","44","3","5","0","0","0","0","0","2","7","0","9","2","0","0","1","1","0","0","1","1","0","0","0","0","0","3","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017373500","Census Tract 3735, Middlesex County, Massachusetts","6237","166","6071","5807","4761","209","2","764","0","71","264","257","34","8","133","0","81","0","1","0","0","0","0","0","0","0","0","7","2","0","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017373600","Census Tract 3736, Middlesex County, Massachusetts","6132","230","5902","5757","4185","498","1","986","0","87","145","143","22","9","65","0","44","0","0","0","0","0","0","0","0","3","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017373700","Census Tract 3737, Middlesex County, Massachusetts","3854","129","3725","3518","2968","53","0","466","0","31","207","203","30","4","109","2","51","0","0","0","0","0","0","0","0","7","0","4","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017373800","Census Tract 3738, Middlesex County, Massachusetts","6066","295","5771","5512","4217","156","7","1082","9","41","259","252","45","14","109","1","59","2","2","0","10","0","0","0","1","9","0","4","1","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","3","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017373901","Census Tract 3739.01, Middlesex County, Massachusetts","3128","138","2990","2851","2156","69","0","606","4","16","139","132","38","3","47","0","41","0","0","0","0","0","0","0","0","3","0","6","0","0","0","4","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017373902","Census Tract 3739.02, Middlesex County, Massachusetts","3876","189","3687","3545","2566","90","3","868","0","18","142","132","18","2","65","0","38","0","0","2","4","0","0","0","2","1","0","10","1","2","0","4","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017374000","Census Tract 3740, Middlesex County, Massachusetts","4808","198","4610","4412","3254","63","1","1080","2","12","198","190","38","5","82","0","58","0","1","0","2","1","0","0","0","3","0","8","1","0","0","4","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017374100","Census Tract 3741, Middlesex County, Massachusetts","4965","236","4729","4487","2890","233","6","1328","0","30","242","224","29","19","104","1","42","2","10","0","7","0","0","0","4","6","0","18","1","9","0","6","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017374200","Census Tract 3742, Middlesex County, Massachusetts","4311","233","4078","3860","3108","70","4","660","0","18","218","209","22","11","101","1","67","0","1","0","2","0","0","0","0","4","0","8","0","0","0","4","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017374300","Census Tract 3743, Middlesex County, Massachusetts","3772","128","3644","3469","2981","39","1","426","0","22","175","164","18","7","83","0","46","1","5","0","0","0","0","0","0","3","1","11","0","10","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017374400","Census Tract 3744, Middlesex County, Massachusetts","5955","230","5725","5427","4399","88","5","871","1","63","298","293","36","24","150","4","56","0","3","0","2","1","0","0","6","11","0","5","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017374500","Census Tract 3745, Middlesex County, Massachusetts","4586","330","4256","4050","3188","187","3","613","1","58","206","198","31","13","106","0","39","0","0","0","9","0","0","0","0","0","0","7","2","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017374600","Census Tract 3746, Middlesex County, Massachusetts","5285","362","4923","4690","3783","148","0","728","1","30","233","228","39","9","109","0","63","0","0","0","3","0","0","0","0","5","0","5","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017374700","Census Tract 3747, Middlesex County, Massachusetts","4602","296","4306","4097","3074","115","6","865","0","37","209","196","29","17","99","0","38","0","6","0","1","1","0","0","3","2","0","13","3","6","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017374800","Census Tract 3748, Middlesex County, Massachusetts","5025","283","4742","4521","3555","178","1","741","5","41","221","205","32","4","75","5","77","0","0","1","8","0","0","0","1","2","0","15","5","6","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017382100","Census Tract 3821, Middlesex County, Massachusetts","5146","194","4952","4722","3991","102","4","588","0","37","230","226","28","9","96","4","71","5","5","0","4","0","0","0","0","4","0","3","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017382200","Census Tract 3822, Middlesex County, Massachusetts","5375","255","5120","4894","4436","82","0","339","1","36","226","213","38","20","101","1","52","0","0","0","0","0","0","1","0","0","0","11","7","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017382300","Census Tract 3823, Middlesex County, Massachusetts","5917","232","5685","5406","4929","76","4","364","0","33","279","251","19","20","114","1","89","0","2","0","1","2","0","0","1","2","0","27","10","0","1","7","1","0","0","7","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017382400","Census Tract 3824, Middlesex County, Massachusetts","5340","208","5132","4917","4439","83","3","336","0","56","215","203","28","19","72","3","73","3","2","0","3","0","0","0","0","0","0","11","6","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017382500","Census Tract 3825, Middlesex County, Massachusetts","5664","370","5294","5034","4067","212","6","691","0","58","260","243","24","31","57","0","114","0","2","1","3","0","0","2","0","4","5","16","3","0","0","9","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017382601","Census Tract 3826.01, Middlesex County, Massachusetts","4794","320","4474","4281","2576","153","21","1420","0","111","193","184","16","14","43","2","99","0","4","0","5","0","0","0","0","1","0","8","2","0","0","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017382602","Census Tract 3826.02, Middlesex County, Massachusetts","4770","183","4587","4409","3547","75","4","693","0","90","178","168","24","20","59","0","45","0","3","0","8","1","0","0","4","4","0","8","1","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017383101","Census Tract 3831.01, Middlesex County, Massachusetts","4149","1442","2707","2074","901","181","5","56","0","931","633","613","34","16","10","0","436","0","0","0","48","2","0","64","0","3","0","19","8","3","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017383102","Census Tract 3831.02, Middlesex County, Massachusetts","5012","2283","2729","2126","863","626","2","74","0","561","603","597","40","16","8","2","464","0","0","0","57","0","0","7","1","2","0","3","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017383200","Census Tract 3832, Middlesex County, Massachusetts","6591","2084","4507","3707","2264","447","12","244","0","740","800","778","42","17","18","6","577","5","0","0","60","0","1","50","0","2","0","22","7","1","0","11","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017383300","Census Tract 3833, Middlesex County, Massachusetts","3191","525","2666","2302","1574","216","9","157","0","346","364","354","14","22","12","1","270","0","0","1","25","0","0","9","0","0","0","10","0","1","0","4","2","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017383401","Census Tract 3834.01, Middlesex County, Massachusetts","2499","549","1950","1695","955","144","3","94","0","499","255","249","15","3","9","0","192","2","0","0","19","0","0","9","0","0","0","6","0","0","0","3","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017383402","Census Tract 3834.02, Middlesex County, Massachusetts","3799","741","3058","2581","1374","205","5","236","0","761","477","469","28","6","19","0","372","8","2","0","33","0","0","0","0","1","0","8","1","0","0","4","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017383501","Census Tract 3835.01, Middlesex County, Massachusetts","4674","1049","3625","3185","1947","384","14","515","0","325","440","434","33","18","33","3","304","3","1","0","32","0","0","0","6","1","0","6","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017383502","Census Tract 3835.02, Middlesex County, Massachusetts","3932","344","3588","3276","2670","239","1","194","10","162","312","298","29","11","67","3","172","1","2","0","11","0","0","0","2","0","0","14","8","0","0","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017383600","Census Tract 3836, Middlesex County, Massachusetts","6341","681","5660","5163","3818","482","4","550","2","307","497","490","55","30","63","0","303","5","7","2","18","0","0","3","1","3","0","5","0","1","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017383700","Census Tract 3837, Middlesex County, Massachusetts","5308","588","4720","4396","3504","312","10","334","2","234","324","310","36","10","46","0","201","2","0","4","8","0","1","0","2","0","0","13","3","1","0","4","0","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017383800","Census Tract 3838, Middlesex County, Massachusetts","6356","494","5862","5481","4480","236","8","609","2","146","381","367","63","23","69","0","184","0","0","0","26","0","0","0","0","2","0","13","5","0","0","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"1400000US25017383902","Census Tract 3839.02, Middlesex County, Massachusetts","5466","317","5149","4791","4089","132","1","479","0","90","358","351","69","32","67","0","171","4","0","1","7","0","0","0","0","0","0","7","3","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017383903","Census Tract 3839.03, Middlesex County, Massachusetts","2665","133","2532","2395","2082","85","1","204","0","23","137","132","16","10","29","2","66","0","6","0","1","1","0","0","0","0","1","5","1","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25017383904","Census Tract 3839.04, Middlesex County, Massachusetts","5221","325","4896","4661","4095","192","4","302","0","68","235","228","27","9","44","0","141","1","0","0","5","0","0","1","0","0","0","7","1","2","0","1","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
